id,name,title
5bb3488c-e223-4283-a276-5697b2c526e9,ag-frahm,AG Frahm
2d2ca2a7-26f5-497b-b5a4-a559a28f3042,ag-palm,AG PALM
59ccea22-9e13-42ff-bcff-7fb5bf503183,coypu-project,CoyPu Project
8802f9f3-9760-48f5-95f9-a6b3e0565205,englisches-seminar,Englisches Seminar
d94e1f58-9c5a-4f59-a71e-603c9713d78f,abteilung-ernahrungsphysiologie-und-humanernahrung,Ernährungsphysiologie und Humanernährung
8c4542e3-c4b6-48be-ac32-e16b44c79b1c,fachgebiet-empirical-information-security,Fachgebiet Empirical Information Security
54c88c71-bd87-4e73-8440-b909e4c3877b,fachgebiet-wissensbasierte-systeme, Fachgebiet Wissensbasierte Systeme
3a34df91-7297-4e2f-a629-fd086c62c190,geodaetisches-institut-hannover,Geodätisches Institut Hannover
b185ed45-5516-40fa-a41e-5119ae2de85e,grk-2657,GRK 2657
f2179c7d-7869-4ba0-bceb-761eb0f912d3,i-c-sens,i.c.sens
c17d57b3-525f-48b7-9694-f427b5e6117e,abteilung-geholz-und-vermehrungsphysiologie,IGPS: Abteilung Gehölz- und Vermehrungsphysiologie 
123d6d8f-2723-4766-9181-9e9e52ab9b2b,institutes-fur-entwerfen-und-konstruieren,Institutes für Entwerfen und Konstruieren 
e746d647-a884-4438-90c7-5aeb491aa43f,institut-fuer-meteorologie-und-klimatologie,Institut fuer Meteorologie und Klimatologie 
0ec324c0-e852-4ac9-a19b-5dd307b8a8bd,institut-fuer-mikroelektronische-systeme,Institut fuer Mikroelektronische Systeme
c5907647-9127-4a15-819b-9d61da4e3ec6,institut-fur-baustoffe,Institut für Baustoffe
0d75c245-1384-4aaa-b159-72724ac01210,institut-fur-didaktik-der-mathematik-und-physik,Institut für Didaktik der Mathematik und Physik 
bc7ccbb5-4081-43a3-88f9-b6e5ed91eba0,institut-fur-dynamik-und-schwingungen, Institut für Dynamik und Schwingungen 
405335a6-471a-42e0-a07e-05d0ea87a6c1,institut-fur-elektrische-energiesysteme,Institut für Elektrische Energiesysteme
34cd3c4c-7051-4b65-a033-d72d90517fc9,institut-fur-erdmessung,Institut für Erdmessung
f3436fa6-0bb5-48dc-9b23-5a05ac696df5,institut-fuer-erdmessung,Institut für Erdmessung
0f9a7720-cce1-4b0c-b4ec-59b452ac9777,institut-fur-festkorperphysik,Institut für Festkörperphysik
5545f6e7-8138-40cc-8f55-021021d90eb3,institut-fur-gartenbauliche-produktionssysteme,Institut für Gartenbauliche Produktionssysteme
6284da8e-908c-4666-81c6-64a0fedf10e2,institut-fur-geologie,Institut für Geologie
72a854d3-319a-48a8-b070-c91d3120279f,institut-fur-gravitationsphysik,Institut für Gravitationsphysik
e2eae877-1225-470c-b4f8-bc7643bd5fcc,institut-fur-grundlagen-der-elektrotechnik-und-messtechnik,Institut für Grundlagen der Elektrotechnik und Messtechnik
41bf3553-85fb-4fef-bd21-5ce577e837b3,institut-fur-hydrologie-und-wasserwirtschaft,Institut für Hydrologie und Wasserwirtschaft
9828c497-59fd-47a6-a39f-e9eec9bb8a66,institut-fur-kartographie-und-geoinformatik,Institut für Kartographie und Geoinformatik
b079f329-3f28-46f7-9751-ea37a91cf595,institut-fur-kommunikationstechnik,Institut für Kommunikationstechnik
44b6066d-41c1-47b2-bd20-9390fa1d56b4,institut-fur-kontinuumsmechanik,Institut für Kontinuumsmechanik
3116b93b-5760-4358-b87c-0516473c2046,institut-fur-massivbau,Institut für Massivbau 
df73f90c-533b-40de-8c85-543735943274,institut-fuer-mess-und-regelungstechnik,Institut für Mess- und Regelungstechnik
3eab2721-7e88-424c-9543-73e6c93d32f7,institut-fur-pflanzengenetik,Institut für Pflanzengenetik
c09f0aa7-118a-4039-9a64-c75cf42dbb8e,institut-fur-politikwissenschaft,Institut für Politikwissenschaft
07fc393b-f95c-45a9-9eda-618c5a0db319,institut-fur-produktentwicklung-und-geratebau,Institut für Produktentwicklung und Gerätebau
9775b792-c843-43b5-a117-7c18561b4375,institut-fur-produktionswirtschaft,Institut für Produktionswirtschaft
2b97ade6-55e2-4490-a10c-fdf949370124,institut-fur-quantenoptik,Institut für Quantenoptik
e2b4710a-b4f2-4630-abc2-9b1dc27a5ce5,institut-fur-radiookologie-und-strahlenschutz,Institut für Radioökologie und Strahlenschutz
e0b4ad00-c048-4a29-9d1f-909464f66a96,institut-fur-regelungstechnik,Institut für Regelungstechnik
478c5745-62e8-45cc-b8c0-1df056efb160,institut-fur-siedlungswasserwirtschaft-und-abfalltechnik,Institut für Siedlungswasserwirtschaft und Abfalltechnik
d2d1b206-1663-4140-83cf-6cfdd85762cb,institut-fur-sonderpadagogik,Institut für Sonderpädagogik
4c79286e-7fcc-4376-b7af-f1eedd40169c,institut-fur-statik-und-dynamik,Institut für Statik und Dynamik
dd49f83e-2c83-43fd-ad9d-b4b22ee6e968,institut-fur-technische-chemie,Institut für Technische Chemie
141b74c4-e606-480d-abd1-d2eb1b96fdbe,institut-fur-theoretische-physik,Institut für Theoretische Physik
f4f27031-40ce-4d35-bd85-b43fafefcf80,institut-fur-turbomaschinen-und-fluid-dynamik-tfd, Institut für Turbomaschinen und Fluid-Dynamik (TFD)
22eda466-ca58-4b16-babb-732b50454f9d,institut-fur-umformtechnik-und-umformmaschinen,Institut für Umformtechnik und Umformmaschinen
a6ac49d3-2eff-4f4d-bb17-709595cf72d7,institut-fur-umweltplanung,Institut für Umweltplanung 
bc21135a-cf7d-489e-b432-26250747fbbc,institut-fur-werkstoffkunde,Institut für Werkstoffkunde
73268596-15c0-4ed1-a968-4001e2a99f6b,institut-fur-windenergiesysteme,Institut für Windenergiesysteme 
00c8f767-81fd-41ae-9235-dd4d1d43221c,l3s,L3S
e0375eb9-975b-4de4-b94f-68977d14697a,ludwig-franzius-institut-fur-wasserbau-astuar-und-kusteningenieurwesen,"Ludwig-Franzius-Institut für Wasserbau, Ästuar- und Küsteningenieurwesen"
d94a6c04-bd2e-41c2-a217-ea43b0aba5cd,luis,LUIS
9cd705e7-7f7d-42be-9d9f-918e6c5c7fea,mca,MCA
fc0b3ab3-3b34-481e-a783-c5f62da89e8d,mhh,MHH
93da141a-dc26-4ce9-bff3-b2b283505dcc,pangaea,PANGAEA (Agriculture)
013c89a9-383c-4200-8baa-0f78bf1d91f9,radar,RADAR
3e7a5ca4-f40f-48c3-8645-03539c27e89a,research-training-group-1991,Research Training Group 1991
da0f1857-3f86-42fd-8369-367c5b4f051d,sfb_1153,SFB 1153
2a23ee14-3cb2-4a5f-baed-1b5b20888bbe,sfb_1368,SFB 1368
0c5362f5-b99e-41db-8256-3d0d7549bf4d,tib,TIB
92242848-4535-46be-a794-68d92ffd59d4,universidad-politecnica-de-madrid,Universidad Politécnica de Madrid
